code	ISO-8859-01	ISO-8859-02	ISO-8859-03	ISO-8859-04	ISO-8859-05	ISO-8859-06	ISO-8859-07	ISO-8859-08	ISO-8859-09	ISO-8859-10	ISO-8859-11	ISO-8859-13	ISO-8859-14	ISO-8859-15	ISO-8859-16
0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00	0x00
0x01	0x01	0x01	0x01	0x01	0x01	0x01	0x01	0x01	0x01	0x01	0x01	0x01	0x01	0x01	0x01
0x02	0x02	0x02	0x02	0x02	0x02	0x02	0x02	0x02	0x02	0x02	0x02	0x02	0x02	0x02	0x02
0x03	0x03	0x03	0x03	0x03	0x03	0x03	0x03	0x03	0x03	0x03	0x03	0x03	0x03	0x03	0x03
0x04	0x04	0x04	0x04	0x04	0x04	0x04	0x04	0x04	0x04	0x04	0x04	0x04	0x04	0x04	0x04
0x05	0x05	0x05	0x05	0x05	0x05	0x05	0x05	0x05	0x05	0x05	0x05	0x05	0x05	0x05	0x05
0x06	0x06	0x06	0x06	0x06	0x06	0x06	0x06	0x06	0x06	0x06	0x06	0x06	0x06	0x06	0x06
0x07	0x07	0x07	0x07	0x07	0x07	0x07	0x07	0x07	0x07	0x07	0x07	0x07	0x07	0x07	0x07
0x08	0x08	0x08	0x08	0x08	0x08	0x08	0x08	0x08	0x08	0x08	0x08	0x08	0x08	0x08	0x08
0x09	0x09	0x09	0x09	0x09	0x09	0x09	0x09	0x09	0x09	0x09	0x09	0x09	0x09	0x09	0x09
0x0A	0x0A	0x0A	0x0A	0x0A	0x0A	0x0A	0x0A	0x0A	0x0A	0x0A	0x0A	0x0A	0x0A	0x0A	0x0A
0x0B	0x0B	0x0B	0x0B	0x0B	0x0B	0x0B	0x0B	0x0B	0x0B	0x0B	0x0B	0x0B	0x0B	0x0B	0x0B
0x0C	0x0C	0x0C	0x0C	0x0C	0x0C	0x0C	0x0C	0x0C	0x0C	0x0C	0x0C	0x0C	0x0C	0x0C	0x0C
0x0D	0x0D	0x0D	0x0D	0x0D	0x0D	0x0D	0x0D	0x0D	0x0D	0x0D	0x0D	0x0D	0x0D	0x0D	0x0D
0x0E	0x0E	0x0E	0x0E	0x0E	0x0E	0x0E	0x0E	0x0E	0x0E	0x0E	0x0E	0x0E	0x0E	0x0E	0x0E
0x0F	0x0F	0x0F	0x0F	0x0F	0x0F	0x0F	0x0F	0x0F	0x0F	0x0F	0x0F	0x0F	0x0F	0x0F	0x0F
0x10	0x10	0x10	0x10	0x10	0x10	0x10	0x10	0x10	0x10	0x10	0x10	0x10	0x10	0x10	0x10
0x11	0x11	0x11	0x11	0x11	0x11	0x11	0x11	0x11	0x11	0x11	0x11	0x11	0x11	0x11	0x11
0x12	0x12	0x12	0x12	0x12	0x12	0x12	0x12	0x12	0x12	0x12	0x12	0x12	0x12	0x12	0x12
0x13	0x13	0x13	0x13	0x13	0x13	0x13	0x13	0x13	0x13	0x13	0x13	0x13	0x13	0x13	0x13
0x14	0x14	0x14	0x14	0x14	0x14	0x14	0x14	0x14	0x14	0x14	0x14	0x14	0x14	0x14	0x14
0x15	0x15	0x15	0x15	0x15	0x15	0x15	0x15	0x15	0x15	0x15	0x15	0x15	0x15	0x15	0x15
0x16	0x16	0x16	0x16	0x16	0x16	0x16	0x16	0x16	0x16	0x16	0x16	0x16	0x16	0x16	0x16
0x17	0x17	0x17	0x17	0x17	0x17	0x17	0x17	0x17	0x17	0x17	0x17	0x17	0x17	0x17	0x17
0x18	0x18	0x18	0x18	0x18	0x18	0x18	0x18	0x18	0x18	0x18	0x18	0x18	0x18	0x18	0x18
0x19	0x19	0x19	0x19	0x19	0x19	0x19	0x19	0x19	0x19	0x19	0x19	0x19	0x19	0x19	0x19
0x1A	0x1A	0x1A	0x1A	0x1A	0x1A	0x1A	0x1A	0x1A	0x1A	0x1A	0x1A	0x1A	0x1A	0x1A	0x1A
0x1B	0x1B	0x1B	0x1B	0x1B	0x1B	0x1B	0x1B	0x1B	0x1B	0x1B	0x1B	0x1B	0x1B	0x1B	0x1B
0x1C	0x1C	0x1C	0x1C	0x1C	0x1C	0x1C	0x1C	0x1C	0x1C	0x1C	0x1C	0x1C	0x1C	0x1C	0x1C
0x1D	0x1D	0x1D	0x1D	0x1D	0x1D	0x1D	0x1D	0x1D	0x1D	0x1D	0x1D	0x1D	0x1D	0x1D	0x1D
0x1E	0x1E	0x1E	0x1E	0x1E	0x1E	0x1E	0x1E	0x1E	0x1E	0x1E	0x1E	0x1E	0x1E	0x1E	0x1E
0x1F	0x1F	0x1F	0x1F	0x1F	0x1F	0x1F	0x1F	0x1F	0x1F	0x1F	0x1F	0x1F	0x1F	0x1F	0x1F
0x20	0x20	0x20	0x20	0x20	0x20	0x20	0x20	0x20	0x20	0x20	0x20	0x20	0x20	0x20	0x20
0x21	0x21	0x21	0x21	0x21	0x21	0x21	0x21	0x21	0x21	0x21	0x21	0x21	0x21	0x21	0x21
0x22	0x22	0x22	0x22	0x22	0x22	0x22	0x22	0x22	0x22	0x22	0x22	0x22	0x22	0x22	0x22
0x23	0x23	0x23	0x23	0x23	0x23	0x23	0x23	0x23	0x23	0x23	0x23	0x23	0x23	0x23	0x23
0x24	0x24	0x24	0x24	0x24	0x24	0x24	0x24	0x24	0x24	0x24	0x24	0x24	0x24	0x24	0x24
0x25	0x25	0x25	0x25	0x25	0x25	0x25	0x25	0x25	0x25	0x25	0x25	0x25	0x25	0x25	0x25
0x26	0x26	0x26	0x26	0x26	0x26	0x26	0x26	0x26	0x26	0x26	0x26	0x26	0x26	0x26	0x26
0x27	0x27	0x27	0x27	0x27	0x27	0x27	0x27	0x27	0x27	0x27	0x27	0x27	0x27	0x27	0x27
0x28	0x28	0x28	0x28	0x28	0x28	0x28	0x28	0x28	0x28	0x28	0x28	0x28	0x28	0x28	0x28
0x29	0x29	0x29	0x29	0x29	0x29	0x29	0x29	0x29	0x29	0x29	0x29	0x29	0x29	0x29	0x29
0x2A	0x2A	0x2A	0x2A	0x2A	0x2A	0x2A	0x2A	0x2A	0x2A	0x2A	0x2A	0x2A	0x2A	0x2A	0x2A
0x2B	0x2B	0x2B	0x2B	0x2B	0x2B	0x2B	0x2B	0x2B	0x2B	0x2B	0x2B	0x2B	0x2B	0x2B	0x2B
0x2C	0x2C	0x2C	0x2C	0x2C	0x2C	0x2C	0x2C	0x2C	0x2C	0x2C	0x2C	0x2C	0x2C	0x2C	0x2C
0x2D	0x2D	0x2D	0x2D	0x2D	0x2D	0x2D	0x2D	0x2D	0x2D	0x2D	0x2D	0x2D	0x2D	0x2D	0x2D
0x2E	0x2E	0x2E	0x2E	0x2E	0x2E	0x2E	0x2E	0x2E	0x2E	0x2E	0x2E	0x2E	0x2E	0x2E	0x2E
0x2F	0x2F	0x2F	0x2F	0x2F	0x2F	0x2F	0x2F	0x2F	0x2F	0x2F	0x2F	0x2F	0x2F	0x2F	0x2F
0x30	0x30	0x30	0x30	0x30	0x30	0x30	0x30	0x30	0x30	0x30	0x30	0x30	0x30	0x30	0x30
0x31	0x31	0x31	0x31	0x31	0x31	0x31	0x31	0x31	0x31	0x31	0x31	0x31	0x31	0x31	0x31
0x32	0x32	0x32	0x32	0x32	0x32	0x32	0x32	0x32	0x32	0x32	0x32	0x32	0x32	0x32	0x32
0x33	0x33	0x33	0x33	0x33	0x33	0x33	0x33	0x33	0x33	0x33	0x33	0x33	0x33	0x33	0x33
0x34	0x34	0x34	0x34	0x34	0x34	0x34	0x34	0x34	0x34	0x34	0x34	0x34	0x34	0x34	0x34
0x35	0x35	0x35	0x35	0x35	0x35	0x35	0x35	0x35	0x35	0x35	0x35	0x35	0x35	0x35	0x35
0x36	0x36	0x36	0x36	0x36	0x36	0x36	0x36	0x36	0x36	0x36	0x36	0x36	0x36	0x36	0x36
0x37	0x37	0x37	0x37	0x37	0x37	0x37	0x37	0x37	0x37	0x37	0x37	0x37	0x37	0x37	0x37
0x38	0x38	0x38	0x38	0x38	0x38	0x38	0x38	0x38	0x38	0x38	0x38	0x38	0x38	0x38	0x38
0x39	0x39	0x39	0x39	0x39	0x39	0x39	0x39	0x39	0x39	0x39	0x39	0x39	0x39	0x39	0x39
0x3A	0x3A	0x3A	0x3A	0x3A	0x3A	0x3A	0x3A	0x3A	0x3A	0x3A	0x3A	0x3A	0x3A	0x3A	0x3A
0x3B	0x3B	0x3B	0x3B	0x3B	0x3B	0x3B	0x3B	0x3B	0x3B	0x3B	0x3B	0x3B	0x3B	0x3B	0x3B
0x3C	0x3C	0x3C	0x3C	0x3C	0x3C	0x3C	0x3C	0x3C	0x3C	0x3C	0x3C	0x3C	0x3C	0x3C	0x3C
0x3D	0x3D	0x3D	0x3D	0x3D	0x3D	0x3D	0x3D	0x3D	0x3D	0x3D	0x3D	0x3D	0x3D	0x3D	0x3D
0x3E	0x3E	0x3E	0x3E	0x3E	0x3E	0x3E	0x3E	0x3E	0x3E	0x3E	0x3E	0x3E	0x3E	0x3E	0x3E
0x3F	0x3F	0x3F	0x3F	0x3F	0x3F	0x3F	0x3F	0x3F	0x3F	0x3F	0x3F	0x3F	0x3F	0x3F	0x3F
0x40	0x40	0x40	0x40	0x40	0x40	0x40	0x40	0x40	0x40	0x40	0x40	0x40	0x40	0x40	0x40
0x41	0x41	0x41	0x41	0x41	0x41	0x41	0x41	0x41	0x41	0x41	0x41	0x41	0x41	0x41	0x41
0x42	0x42	0x42	0x42	0x42	0x42	0x42	0x42	0x42	0x42	0x42	0x42	0x42	0x42	0x42	0x42
0x43	0x43	0x43	0x43	0x43	0x43	0x43	0x43	0x43	0x43	0x43	0x43	0x43	0x43	0x43	0x43
0x44	0x44	0x44	0x44	0x44	0x44	0x44	0x44	0x44	0x44	0x44	0x44	0x44	0x44	0x44	0x44
0x45	0x45	0x45	0x45	0x45	0x45	0x45	0x45	0x45	0x45	0x45	0x45	0x45	0x45	0x45	0x45
0x46	0x46	0x46	0x46	0x46	0x46	0x46	0x46	0x46	0x46	0x46	0x46	0x46	0x46	0x46	0x46
0x47	0x47	0x47	0x47	0x47	0x47	0x47	0x47	0x47	0x47	0x47	0x47	0x47	0x47	0x47	0x47
0x48	0x48	0x48	0x48	0x48	0x48	0x48	0x48	0x48	0x48	0x48	0x48	0x48	0x48	0x48	0x48
0x49	0x49	0x49	0x49	0x49	0x49	0x49	0x49	0x49	0x49	0x49	0x49	0x49	0x49	0x49	0x49
0x4A	0x4A	0x4A	0x4A	0x4A	0x4A	0x4A	0x4A	0x4A	0x4A	0x4A	0x4A	0x4A	0x4A	0x4A	0x4A
0x4B	0x4B	0x4B	0x4B	0x4B	0x4B	0x4B	0x4B	0x4B	0x4B	0x4B	0x4B	0x4B	0x4B	0x4B	0x4B
0x4C	0x4C	0x4C	0x4C	0x4C	0x4C	0x4C	0x4C	0x4C	0x4C	0x4C	0x4C	0x4C	0x4C	0x4C	0x4C
0x4D	0x4D	0x4D	0x4D	0x4D	0x4D	0x4D	0x4D	0x4D	0x4D	0x4D	0x4D	0x4D	0x4D	0x4D	0x4D
0x4E	0x4E	0x4E	0x4E	0x4E	0x4E	0x4E	0x4E	0x4E	0x4E	0x4E	0x4E	0x4E	0x4E	0x4E	0x4E
0x4F	0x4F	0x4F	0x4F	0x4F	0x4F	0x4F	0x4F	0x4F	0x4F	0x4F	0x4F	0x4F	0x4F	0x4F	0x4F
0x50	0x50	0x50	0x50	0x50	0x50	0x50	0x50	0x50	0x50	0x50	0x50	0x50	0x50	0x50	0x50
0x51	0x51	0x51	0x51	0x51	0x51	0x51	0x51	0x51	0x51	0x51	0x51	0x51	0x51	0x51	0x51
0x52	0x52	0x52	0x52	0x52	0x52	0x52	0x52	0x52	0x52	0x52	0x52	0x52	0x52	0x52	0x52
0x53	0x53	0x53	0x53	0x53	0x53	0x53	0x53	0x53	0x53	0x53	0x53	0x53	0x53	0x53	0x53
0x54	0x54	0x54	0x54	0x54	0x54	0x54	0x54	0x54	0x54	0x54	0x54	0x54	0x54	0x54	0x54
0x55	0x55	0x55	0x55	0x55	0x55	0x55	0x55	0x55	0x55	0x55	0x55	0x55	0x55	0x55	0x55
0x56	0x56	0x56	0x56	0x56	0x56	0x56	0x56	0x56	0x56	0x56	0x56	0x56	0x56	0x56	0x56
0x57	0x57	0x57	0x57	0x57	0x57	0x57	0x57	0x57	0x57	0x57	0x57	0x57	0x57	0x57	0x57
0x58	0x58	0x58	0x58	0x58	0x58	0x58	0x58	0x58	0x58	0x58	0x58	0x58	0x58	0x58	0x58
0x59	0x59	0x59	0x59	0x59	0x59	0x59	0x59	0x59	0x59	0x59	0x59	0x59	0x59	0x59	0x59
0x5A	0x5A	0x5A	0x5A	0x5A	0x5A	0x5A	0x5A	0x5A	0x5A	0x5A	0x5A	0x5A	0x5A	0x5A	0x5A
0x5B	0x5B	0x5B	0x5B	0x5B	0x5B	0x5B	0x5B	0x5B	0x5B	0x5B	0x5B	0x5B	0x5B	0x5B	0x5B
0x5C	0x5C	0x5C	0x5C	0x5C	0x5C	0x5C	0x5C	0x5C	0x5C	0x5C	0x5C	0x5C	0x5C	0x5C	0x5C
0x5D	0x5D	0x5D	0x5D	0x5D	0x5D	0x5D	0x5D	0x5D	0x5D	0x5D	0x5D	0x5D	0x5D	0x5D	0x5D
0x5E	0x5E	0x5E	0x5E	0x5E	0x5E	0x5E	0x5E	0x5E	0x5E	0x5E	0x5E	0x5E	0x5E	0x5E	0x5E
0x5F	0x5F	0x5F	0x5F	0x5F	0x5F	0x5F	0x5F	0x5F	0x5F	0x5F	0x5F	0x5F	0x5F	0x5F	0x5F
0x60	0x60	0x60	0x60	0x60	0x60	0x60	0x60	0x60	0x60	0x60	0x60	0x60	0x60	0x60	0x60
0x61	0x61	0x61	0x61	0x61	0x61	0x61	0x61	0x61	0x61	0x61	0x61	0x61	0x61	0x61	0x61
0x62	0x62	0x62	0x62	0x62	0x62	0x62	0x62	0x62	0x62	0x62	0x62	0x62	0x62	0x62	0x62
0x63	0x63	0x63	0x63	0x63	0x63	0x63	0x63	0x63	0x63	0x63	0x63	0x63	0x63	0x63	0x63
0x64	0x64	0x64	0x64	0x64	0x64	0x64	0x64	0x64	0x64	0x64	0x64	0x64	0x64	0x64	0x64
0x65	0x65	0x65	0x65	0x65	0x65	0x65	0x65	0x65	0x65	0x65	0x65	0x65	0x65	0x65	0x65
0x66	0x66	0x66	0x66	0x66	0x66	0x66	0x66	0x66	0x66	0x66	0x66	0x66	0x66	0x66	0x66
0x67	0x67	0x67	0x67	0x67	0x67	0x67	0x67	0x67	0x67	0x67	0x67	0x67	0x67	0x67	0x67
0x68	0x68	0x68	0x68	0x68	0x68	0x68	0x68	0x68	0x68	0x68	0x68	0x68	0x68	0x68	0x68
0x69	0x69	0x69	0x69	0x69	0x69	0x69	0x69	0x69	0x69	0x69	0x69	0x69	0x69	0x69	0x69
0x6A	0x6A	0x6A	0x6A	0x6A	0x6A	0x6A	0x6A	0x6A	0x6A	0x6A	0x6A	0x6A	0x6A	0x6A	0x6A
0x6B	0x6B	0x6B	0x6B	0x6B	0x6B	0x6B	0x6B	0x6B	0x6B	0x6B	0x6B	0x6B	0x6B	0x6B	0x6B
0x6C	0x6C	0x6C	0x6C	0x6C	0x6C	0x6C	0x6C	0x6C	0x6C	0x6C	0x6C	0x6C	0x6C	0x6C	0x6C
0x6D	0x6D	0x6D	0x6D	0x6D	0x6D	0x6D	0x6D	0x6D	0x6D	0x6D	0x6D	0x6D	0x6D	0x6D	0x6D
0x6E	0x6E	0x6E	0x6E	0x6E	0x6E	0x6E	0x6E	0x6E	0x6E	0x6E	0x6E	0x6E	0x6E	0x6E	0x6E
0x6F	0x6F	0x6F	0x6F	0x6F	0x6F	0x6F	0x6F	0x6F	0x6F	0x6F	0x6F	0x6F	0x6F	0x6F	0x6F
0x70	0x70	0x70	0x70	0x70	0x70	0x70	0x70	0x70	0x70	0x70	0x70	0x70	0x70	0x70	0x70
0x71	0x71	0x71	0x71	0x71	0x71	0x71	0x71	0x71	0x71	0x71	0x71	0x71	0x71	0x71	0x71
0x72	0x72	0x72	0x72	0x72	0x72	0x72	0x72	0x72	0x72	0x72	0x72	0x72	0x72	0x72	0x72
0x73	0x73	0x73	0x73	0x73	0x73	0x73	0x73	0x73	0x73	0x73	0x73	0x73	0x73	0x73	0x73
0x74	0x74	0x74	0x74	0x74	0x74	0x74	0x74	0x74	0x74	0x74	0x74	0x74	0x74	0x74	0x74
0x75	0x75	0x75	0x75	0x75	0x75	0x75	0x75	0x75	0x75	0x75	0x75	0x75	0x75	0x75	0x75
0x76	0x76	0x76	0x76	0x76	0x76	0x76	0x76	0x76	0x76	0x76	0x76	0x76	0x76	0x76	0x76
0x77	0x77	0x77	0x77	0x77	0x77	0x77	0x77	0x77	0x77	0x77	0x77	0x77	0x77	0x77	0x77
0x78	0x78	0x78	0x78	0x78	0x78	0x78	0x78	0x78	0x78	0x78	0x78	0x78	0x78	0x78	0x78
0x79	0x79	0x79	0x79	0x79	0x79	0x79	0x79	0x79	0x79	0x79	0x79	0x79	0x79	0x79	0x79
0x7A	0x7A	0x7A	0x7A	0x7A	0x7A	0x7A	0x7A	0x7A	0x7A	0x7A	0x7A	0x7A	0x7A	0x7A	0x7A
0x7B	0x7B	0x7B	0x7B	0x7B	0x7B	0x7B	0x7B	0x7B	0x7B	0x7B	0x7B	0x7B	0x7B	0x7B	0x7B
0x7C	0x7C	0x7C	0x7C	0x7C	0x7C	0x7C	0x7C	0x7C	0x7C	0x7C	0x7C	0x7C	0x7C	0x7C	0x7C
0x7D	0x7D	0x7D	0x7D	0x7D	0x7D	0x7D	0x7D	0x7D	0x7D	0x7D	0x7D	0x7D	0x7D	0x7D	0x7D
0x7E	0x7E	0x7E	0x7E	0x7E	0x7E	0x7E	0x7E	0x7E	0x7E	0x7E	0x7E	0x7E	0x7E	0x7E	0x7E
0x7F	0x7F	0x7F	0x7F	0x7F	0x7F	0x7F	0x7F	0x7F	0x7F	0x7F	0x7F	0x7F	0x7F	0x7F	0x7F
0x80	0xC2 0x80	0xC2 0x80	0xC2 0x80	0xC2 0x80	0xC2 0x80	0xC2 0x80	0xC2 0x80	0xC2 0x80	0xC2 0x80	0xC2 0x80	0xC2 0x80	0xC2 0x80	0xC2 0x80	0xC2 0x80	0xC2 0x80
0x81	0xC2 0x81	0xC2 0x81	0xC2 0x81	0xC2 0x81	0xC2 0x81	0xC2 0x81	0xC2 0x81	0xC2 0x81	0xC2 0x81	0xC2 0x81	0xC2 0x81	0xC2 0x81	0xC2 0x81	0xC2 0x81	0xC2 0x81
0x82	0xC2 0x82	0xC2 0x82	0xC2 0x82	0xC2 0x82	0xC2 0x82	0xC2 0x82	0xC2 0x82	0xC2 0x82	0xC2 0x82	0xC2 0x82	0xC2 0x82	0xC2 0x82	0xC2 0x82	0xC2 0x82	0xC2 0x82
0x83	0xC2 0x83	0xC2 0x83	0xC2 0x83	0xC2 0x83	0xC2 0x83	0xC2 0x83	0xC2 0x83	0xC2 0x83	0xC2 0x83	0xC2 0x83	0xC2 0x83	0xC2 0x83	0xC2 0x83	0xC2 0x83	0xC2 0x83
0x84	0xC2 0x84	0xC2 0x84	0xC2 0x84	0xC2 0x84	0xC2 0x84	0xC2 0x84	0xC2 0x84	0xC2 0x84	0xC2 0x84	0xC2 0x84	0xC2 0x84	0xC2 0x84	0xC2 0x84	0xC2 0x84	0xC2 0x84
0x85	0xC2 0x85	0xC2 0x85	0xC2 0x85	0xC2 0x85	0xC2 0x85	0xC2 0x85	0xC2 0x85	0xC2 0x85	0xC2 0x85	0xC2 0x85	0xC2 0x85	0xC2 0x85	0xC2 0x85	0xC2 0x85	0xC2 0x85
0x86	0xC2 0x86	0xC2 0x86	0xC2 0x86	0xC2 0x86	0xC2 0x86	0xC2 0x86	0xC2 0x86	0xC2 0x86	0xC2 0x86	0xC2 0x86	0xC2 0x86	0xC2 0x86	0xC2 0x86	0xC2 0x86	0xC2 0x86
0x87	0xC2 0x87	0xC2 0x87	0xC2 0x87	0xC2 0x87	0xC2 0x87	0xC2 0x87	0xC2 0x87	0xC2 0x87	0xC2 0x87	0xC2 0x87	0xC2 0x87	0xC2 0x87	0xC2 0x87	0xC2 0x87	0xC2 0x87
0x88	0xC2 0x88	0xC2 0x88	0xC2 0x88	0xC2 0x88	0xC2 0x88	0xC2 0x88	0xC2 0x88	0xC2 0x88	0xC2 0x88	0xC2 0x88	0xC2 0x88	0xC2 0x88	0xC2 0x88	0xC2 0x88	0xC2 0x88
0x89	0xC2 0x89	0xC2 0x89	0xC2 0x89	0xC2 0x89	0xC2 0x89	0xC2 0x89	0xC2 0x89	0xC2 0x89	0xC2 0x89	0xC2 0x89	0xC2 0x89	0xC2 0x89	0xC2 0x89	0xC2 0x89	0xC2 0x89
0x8A	0xC2 0x8A	0xC2 0x8A	0xC2 0x8A	0xC2 0x8A	0xC2 0x8A	0xC2 0x8A	0xC2 0x8A	0xC2 0x8A	0xC2 0x8A	0xC2 0x8A	0xC2 0x8A	0xC2 0x8A	0xC2 0x8A	0xC2 0x8A	0xC2 0x8A
0x8B	0xC2 0x8B	0xC2 0x8B	0xC2 0x8B	0xC2 0x8B	0xC2 0x8B	0xC2 0x8B	0xC2 0x8B	0xC2 0x8B	0xC2 0x8B	0xC2 0x8B	0xC2 0x8B	0xC2 0x8B	0xC2 0x8B	0xC2 0x8B	0xC2 0x8B
0x8C	0xC2 0x8C	0xC2 0x8C	0xC2 0x8C	0xC2 0x8C	0xC2 0x8C	0xC2 0x8C	0xC2 0x8C	0xC2 0x8C	0xC2 0x8C	0xC2 0x8C	0xC2 0x8C	0xC2 0x8C	0xC2 0x8C	0xC2 0x8C	0xC2 0x8C
0x8D	0xC2 0x8D	0xC2 0x8D	0xC2 0x8D	0xC2 0x8D	0xC2 0x8D	0xC2 0x8D	0xC2 0x8D	0xC2 0x8D	0xC2 0x8D	0xC2 0x8D	0xC2 0x8D	0xC2 0x8D	0xC2 0x8D	0xC2 0x8D	0xC2 0x8D
0x8E	0xC2 0x8E	0xC2 0x8E	0xC2 0x8E	0xC2 0x8E	0xC2 0x8E	0xC2 0x8E	0xC2 0x8E	0xC2 0x8E	0xC2 0x8E	0xC2 0x8E	0xC2 0x8E	0xC2 0x8E	0xC2 0x8E	0xC2 0x8E	0xC2 0x8E
0x8F	0xC2 0x8F	0xC2 0x8F	0xC2 0x8F	0xC2 0x8F	0xC2 0x8F	0xC2 0x8F	0xC2 0x8F	0xC2 0x8F	0xC2 0x8F	0xC2 0x8F	0xC2 0x8F	0xC2 0x8F	0xC2 0x8F	0xC2 0x8F	0xC2 0x8F
0x90	0xC2 0x90	0xC2 0x90	0xC2 0x90	0xC2 0x90	0xC2 0x90	0xC2 0x90	0xC2 0x90	0xC2 0x90	0xC2 0x90	0xC2 0x90	0xC2 0x90	0xC2 0x90	0xC2 0x90	0xC2 0x90	0xC2 0x90
0x91	0xC2 0x91	0xC2 0x91	0xC2 0x91	0xC2 0x91	0xC2 0x91	0xC2 0x91	0xC2 0x91	0xC2 0x91	0xC2 0x91	0xC2 0x91	0xC2 0x91	0xC2 0x91	0xC2 0x91	0xC2 0x91	0xC2 0x91
0x92	0xC2 0x92	0xC2 0x92	0xC2 0x92	0xC2 0x92	0xC2 0x92	0xC2 0x92	0xC2 0x92	0xC2 0x92	0xC2 0x92	0xC2 0x92	0xC2 0x92	0xC2 0x92	0xC2 0x92	0xC2 0x92	0xC2 0x92
0x93	0xC2 0x93	0xC2 0x93	0xC2 0x93	0xC2 0x93	0xC2 0x93	0xC2 0x93	0xC2 0x93	0xC2 0x93	0xC2 0x93	0xC2 0x93	0xC2 0x93	0xC2 0x93	0xC2 0x93	0xC2 0x93	0xC2 0x93
0x94	0xC2 0x94	0xC2 0x94	0xC2 0x94	0xC2 0x94	0xC2 0x94	0xC2 0x94	0xC2 0x94	0xC2 0x94	0xC2 0x94	0xC2 0x94	0xC2 0x94	0xC2 0x94	0xC2 0x94	0xC2 0x94	0xC2 0x94
0x95	0xC2 0x95	0xC2 0x95	0xC2 0x95	0xC2 0x95	0xC2 0x95	0xC2 0x95	0xC2 0x95	0xC2 0x95	0xC2 0x95	0xC2 0x95	0xC2 0x95	0xC2 0x95	0xC2 0x95	0xC2 0x95	0xC2 0x95
0x96	0xC2 0x96	0xC2 0x96	0xC2 0x96	0xC2 0x96	0xC2 0x96	0xC2 0x96	0xC2 0x96	0xC2 0x96	0xC2 0x96	0xC2 0x96	0xC2 0x96	0xC2 0x96	0xC2 0x96	0xC2 0x96	0xC2 0x96
0x97	0xC2 0x97	0xC2 0x97	0xC2 0x97	0xC2 0x97	0xC2 0x97	0xC2 0x97	0xC2 0x97	0xC2 0x97	0xC2 0x97	0xC2 0x97	0xC2 0x97	0xC2 0x97	0xC2 0x97	0xC2 0x97	0xC2 0x97
0x98	0xC2 0x98	0xC2 0x98	0xC2 0x98	0xC2 0x98	0xC2 0x98	0xC2 0x98	0xC2 0x98	0xC2 0x98	0xC2 0x98	0xC2 0x98	0xC2 0x98	0xC2 0x98	0xC2 0x98	0xC2 0x98	0xC2 0x98
0x99	0xC2 0x99	0xC2 0x99	0xC2 0x99	0xC2 0x99	0xC2 0x99	0xC2 0x99	0xC2 0x99	0xC2 0x99	0xC2 0x99	0xC2 0x99	0xC2 0x99	0xC2 0x99	0xC2 0x99	0xC2 0x99	0xC2 0x99
0x9A	0xC2 0x9A	0xC2 0x9A	0xC2 0x9A	0xC2 0x9A	0xC2 0x9A	0xC2 0x9A	0xC2 0x9A	0xC2 0x9A	0xC2 0x9A	0xC2 0x9A	0xC2 0x9A	0xC2 0x9A	0xC2 0x9A	0xC2 0x9A	0xC2 0x9A
0x9B	0xC2 0x9B	0xC2 0x9B	0xC2 0x9B	0xC2 0x9B	0xC2 0x9B	0xC2 0x9B	0xC2 0x9B	0xC2 0x9B	0xC2 0x9B	0xC2 0x9B	0xC2 0x9B	0xC2 0x9B	0xC2 0x9B	0xC2 0x9B	0xC2 0x9B
0x9C	0xC2 0x9C	0xC2 0x9C	0xC2 0x9C	0xC2 0x9C	0xC2 0x9C	0xC2 0x9C	0xC2 0x9C	0xC2 0x9C	0xC2 0x9C	0xC2 0x9C	0xC2 0x9C	0xC2 0x9C	0xC2 0x9C	0xC2 0x9C	0xC2 0x9C
0x9D	0xC2 0x9D	0xC2 0x9D	0xC2 0x9D	0xC2 0x9D	0xC2 0x9D	0xC2 0x9D	0xC2 0x9D	0xC2 0x9D	0xC2 0x9D	0xC2 0x9D	0xC2 0x9D	0xC2 0x9D	0xC2 0x9D	0xC2 0x9D	0xC2 0x9D
0x9E	0xC2 0x9E	0xC2 0x9E	0xC2 0x9E	0xC2 0x9E	0xC2 0x9E	0xC2 0x9E	0xC2 0x9E	0xC2 0x9E	0xC2 0x9E	0xC2 0x9E	0xC2 0x9E	0xC2 0x9E	0xC2 0x9E	0xC2 0x9E	0xC2 0x9E
0x9F	0xC2 0x9F	0xC2 0x9F	0xC2 0x9F	0xC2 0x9F	0xC2 0x9F	0xC2 0x9F	0xC2 0x9F	0xC2 0x9F	0xC2 0x9F	0xC2 0x9F	0xC2 0x9F	0xC2 0x9F	0xC2 0x9F	0xC2 0x9F	0xC2 0x9F
0xA0	0xC2 0xA0	0xC2 0xA0	0xC2 0xA0	0xC2 0xA0	0xC2 0xA0	0xC2 0xA0	0xC2 0xA0	0xC2 0xA0	0xC2 0xA0	0xC2 0xA0	0xC2 0xA0	0xC2 0xA0	0xC2 0xA0	0xC2 0xA0	0xC2 0xA0
